Gene,ExAC No. PP2>.95 Missense,ExAC No.Frameshift,ExAC No.StopGain,ExAC No.StartLost,ExAC No.SpliceSite
OR7A10,17(8)[1539],6(3)[28],3(2)[5],0(0)[0],0(0)[0]
OR7A17,24(16)[250],8(6)[10],5(4)[6],2(1)[3],0(0)[0]
OR7A5,20(7)[1064],6(4)[9],5(1)[540],0(0)[0],0(0)[0]
OR7C1,31(14)[408],7(3)[2044],1(0)[2],0(0)[0],0(0)[0]
OR7C2,22(13)[2424],9(4)[95],2(2)[2],0(0)[0],0(0)[0]
OR7D2,33(19)[256],5(1)[117],2(1)[5],1(0)[2],0(0)[0]
OR7D4,31(18)[116],7(3)[72],6(3)[19],1(1)[1],0(0)[0]
OR7E24,19(10)[36],11(5)[9832],1(0)[2],1(0)[4],0(0)[0]
OR7G1,14(5)[502],7(4)[1641],2(1)[5],0(0)[0],0(0)[0]
OR7G2,21(13)[42],8(5)[14],3(2)[4],0(0)[0],0(0)[0]
OR7G3,10(6)[17],5(4)[6996],3(0)[2167],0(0)[0],0(0)[0]
OSCAR,22(10)[59],5(3)[17],2(2)[2],0(0)[0],1(1)[1]
P2RY11,190(82)[1954],30(15)[98],26(7)[211],0(0)[0],5(3)[171]
PAF1,15(11)[22],7(6)[11],4(3)[5],0(0)[0],1(1)[1]
PAFAH1B3,13(8)[38],2(1)[9],4(3)[5],1(0)[3],0(0)[0]
PAK4,39(22)[99],2(2)[2],2(2)[2],0(0)[0],1(1)[1]
PALM,50(24)[319],1(1)[1],1(0)[8],0(0)[0],1(1)[1]
PALM3,21(17)[147],2(2)[2],0(0)[0],1(1)[1],0(0)[0]
PAPL,45(28)[2097],7(6)[10],11(5)[70],0(0)[0],1(1)[1]
PBX4,55(33)[163],6(5)[43],2(2)[2],0(0)[0],4(1)[56]
PCP2,27(13)[563],6(4)[10],4(1)[10],1(0)[3],3(1)[6]
PCSK4,109(54)[539],8(7)[21],17(11)[41],0(0)[0],8(4)[15]
PDCD2L,30(17)[125],9(7)[20],5(3)[10],1(0)[6],4(4)[4]
PDCD5,4(4)[4],0(0)[0],2(1)[3],0(0)[0],2(2)[2]
PDE4A,37(24)[87],3(3)[3],4(3)[5],0(0)[0],1(1)[1]
PDE4C,57(33)[1065],9(6)[13],6(4)[9],0(0)[0],7(7)[7]
PEG3,164(87)[21453],11(9)[14],11(8)[54],1(1)[1],1(1)[1]
PEPD,83(29)[790],8(7)[10],4(3)[8],2(0)[6],3(3)[3]
PET100,0(0)[0],0(0)[0],2(2)[2],0(0)[0],0(0)[0]
PEX11G,32(15)[135],10(4)[171],4(1)[25],1(0)[3],2(1)[7]
PGLS,22(13)[144],3(3)[3],1(0)[4],1(0)[2],2(2)[2]
PGLYRP1,25(11)[148],3(1)[9],2(2)[2],0(0)[0],0(0)[0]
PGLYRP2,44(29)[6653],8(6)[10],12(6)[27],1(1)[1],1(1)[1]
PGPEP1,19(12)[37],1(1)[1],8(5)[18],3(3)[3],1(1)[1]
PHLDB3,88(46)[777],13(6)[99],19(10)[52],3(3)[3],4(4)[4]
PIAS4,24(14)[56],0(0)[0],0(0)[0],0(0)[0],0(0)[0]
PIH1D1,31(24)[54],2(2)[2],4(2)[7],0(0)[0],1(1)[1]
PIK3R2,24(18)[31],3(2)[4],3(3)[3],0(0)[0],0(0)[0]
PIN1,4(4)[4],0(0)[0],1(1)[1],0(0)[0],0(0)[0]
PINLYP,1(1)[1],0(0)[0],0(0)[0],0(0)[0],0(0)[0]
PIP5K1C,19(13)[34],5(2)[78],3(3)[3],0(0)[0],2(2)[2]
PKN1,101(56)[458],10(10)[10],4(1)[9],1(0)[4],3(2)[4]
PLA2G4C,41(22)[1214],7(4)[1957],13(4)[133],2(1)[9],4(1)[14]
PLAUR,47(25)[15185],4(4)[4],1(0)[2],1(1)[1],2(1)[3]
PLD3,29(14)[540],1(1)[1],5(4)[6],0(0)[0],3(1)[6]
PLEKHA4,105(49)[3756],6(3)[10],11(5)[38],2(2)[2],11(8)[42]
PLEKHF1,32(18)[120],0(0)[0],2(1)[7],0(0)[0],0(0)[0]
PLEKHG2,170(73)[65670],6(5)[9],13(8)[25],0(0)[0],10(7)[67]
PLEKHJ1,23(11)[232],0(0)[0],1(1)[1],1(1)[1],3(2)[10]
PLIN3,45(18)[179],6(4)[8],8(4)[21],1(0)[2],5(5)[5]
PLIN4,144(68)[2198],36(23)[251],14(8)[146],0(0)[0],3(2)[2]
PLIN5,72(34)[1650],7(6)[18],7(3)[93],1(1)[1],4(2)[16]
PLK5,8(4)[65],1(1)[1],0(0)[0],0(0)[0],3(1)[4274]
PLVAP,36(18)[87],2(1)[4],5(5)[5],0(0)[0],3(2)[4]
PNKP,77(49)[234],12(9)[16],9(8)[15],0(0)[0],7(5)[21]
PNMAL1,35(21)[205],7(6)[8],3(3)[3],0(0)[0],1(0)[2]
PNMAL2,19(14)[50],3(3)[3],8(6)[15],1(1)[1],0(0)[0]
PNPLA6,69(51)[130],19(16)[69],8(5)[12],1(0)[3],14(13)[19]
PODNL1,49(21)[325],8(3)[18],10(6)[15],1(0)[45],8(5)[38]
POLD1,81(43)[382],13(12)[15],7(4)[15],0(0)[0],5(4)[7]
POLR2E,22(11)[45],0(0)[0],7(3)[32],0(0)[0],4(4)[4]
POLR2I,9(6)[18],0(0)[0],2(1)[3],1(1)[1],1(1)[1]
POLRMT,129(81)[289],19(18)[21],15(11)[35],1(1)[1],10(7)[15]
POP4,11(4)[44],6(5)[10],2(0)[16],3(0)[10],2(1)[6]
POU2F2,20(17)[26],4(2)[23],1(0)[3],0(0)[0],1(1)[1]
PPAN,203(92)[1262],21(12)[64],20(5)[124],0(0)[0],8(4)[340]
PPAN-P2RY11,131(58)[1072],17(9)[54],15(4)[111],0(0)[0],4(2)[170]
PPAP2C,26(17)[266],5(3)[7],4(2)[14],0(0)[0],2(1)[3]
PPFIA3,30(18)[66],0(0)[0],0(0)[0],0(0)[0],1(1)[1]
PPM1N,26(12)[1483],3(1)[23],5(4)[7],1(1)[1],3(2)[7]
PPP1R12C,61(33)[317],3(3)[3],2(2)[2],0(0)[0],4(4)[4]
PPP1R13L,39(23)[120],8(7)[7],8(6)[10],1(0)[6],1(0)[2]
PPP1R14A,16(10)[144],3(1)[7],0(0)[0],1(1)[1],1(1)[1]
PPP1R15A,62(32)[7682],20(9)[50],13(7)[124],0(0)[0],0(0)[0]
PPP1R37,4(2)[74],0(0)[0],0(0)[0],0(0)[0],0(0)[0]
PPP2R1A,7(6)[8],1(1)[1],2(2)[2],0(0)[0],2(2)[2]
PPP5C,21(16)[29],2(1)[8],0(0)[0],1(0)[162],0(0)[0]
PPP6R1,47(27)[885],6(4)[23],0(0)[0],0(0)[0],2(2)[2]
PRAM1,65(39)[34684],13(7)[100],6(4)[9],1(0)[5827],2(0)[4]
PRDX2,15(8)[23],1(0)[17],0(0)[0],0(0)[0],2(1)[3]
PRKACA,14(11)[19],0(0)[0],1(1)[1],1(0)[3],0(0)[0]
PRKCG,20(14)[35],1(1)[1],4(2)[14],0(0)[0],0(0)[0]
PRKCSH,46(27)[101],6(6)[6],2(2)[2],0(0)[0],4(2)[10]
PRKD2,29(18)[395],1(1)[1],1(1)[1],0(0)[0],0(0)[0]
PRMT1,4(4)[4],0(0)[0],0(0)[0],2(1)[9],0(0)[0]
PRODH2,53(21)[280],8(3)[20],10(4)[34],2(2)[2],7(4)[82]
PRPF31,28(20)[37],0(0)[0],2(1)[6],0(0)[0],1(1)[1]
PRR12,13(7)[45],2(0)[44],0(0)[0],0(0)[0],0(0)[0]
PRR19,56(27)[1778],3(2)[7],2(1)[3],0(0)[0],0(0)[0]
PRR22,12(5)[520],7(5)[9],2(2)[2],0(0)[0],0(0)[0]
PRR24,1(0)[2],1(1)[1],1(1)[1],0(0)[0],0(0)[0]
PRRG2,24(9)[1741],4(4)[4],4(2)[8],0(0)[0],3(1)[98]
PRSS57,51(23)[361],5(4)[6],7(1)[251],0(0)[0],3(1)[11]
PRTN3,24(19)[50],2(0)[4],3(2)[4],0(0)[0],2(1)[5]
PRX,163(85)[18994],16(9)[38],18(10)[39],0(0)[0],2(2)[2]
PSENEN,7(4)[14],0(0)[0],1(1)[1],0(0)[0],0(0)[0]
PSG1,46(27)[7577],4(4)[4],9(3)[16164],1(0)[3],10(5)[811]
PSG11,30(18)[175],6(5)[14],9(6)[83],2(1)[3],5(3)[63714]
PSG2,55(37)[14520],3(3)[3],6(4)[16],0(0)[0],6(3)[38]
PSG3,88(54)[384],7(5)[12],14(6)[51],0(0)[0],4(2)[19]
PSG4,37(11)[1854],7(6)[8],12(7)[689],1(0)[15],4(2)[11]
PSG5,38(22)[882],2(1)[6],12(7)[195],0(0)[0],3(1)[13]
PSG6,45(24)[640],10(5)[189],10(7)[116],2(1)[1105],5(3)[37]
PSG8,45(27)[1068],8(5)[9174],9(3)[47],1(1)[1],7(2)[103]
PSG9,60(29)[6299],6(2)[113],11(3)[463],1(0)[2],8(4)[13321]
PSMC4,10(8)[12],4(3)[6],3(3)[3],0(0)[0],0(0)[0]
PSMD8,12(10)[29],2(2)[2],3(1)[4],3(2)[9],0(0)[0]
PSPN,6(3)[69],0(0)[0],2(1)[4],0(0)[0],0(0)[0]
PTBP1,11(9)[13],2(2)[2],0(0)[0],0(0)[0],0(0)[0]
PTGER1,18(12)[29],1(0)[52],1(1)[1],0(0)[0],0(0)[0]
PTGIR,38(21)[129],5(3)[8],5(3)[11],1(0)[3],0(0)[0]
PTH2,17(11)[34],2(1)[12],0(0)[0],1(0)[3],0(0)[0]
PTOV1,30(14)[81],5(3)[7],4(4)[4],0(0)[0],0(0)[0]
PTPRH,144(68)[5688],14(5)[101],35(16)[513],0(0)[0],9(6)[30]
PTPRS,124(71)[402],6(3)[17],7(6)[10],1(1)[1],6(3)[21]
PVR,37(21)[610],6(5)[7],9(6)[55],0(0)[0],2(2)[2]
PVRL2,31(13)[452],4(3)[5],6(4)[54],0(0)[0],1(1)[1]
QPCTL,43(24)[830],7(4)[85],3(2)[4],1(1)[1],4(2)[6]
QTRT1,53(33)[123],2(2)[2],3(2)[4],0(0)[0],5(4)[6]
R3HDM4,31(17)[61],3(3)[3],2(1)[9],0(0)[0],2(0)[9]
RAB11B,3(3)[3],0(0)[0],0(0)[0],0(0)[0],0(0)[0]
RAB3A,5(5)[5],0(0)[0],0(0)[0],1(1)[1],0(0)[0]
RAB3D,26(15)[64],5(3)[7],4(3)[5],0(0)[0],1(1)[1]
RAB4B,14(11)[19],4(4)[4],0(0)[0],0(0)[0],0(0)[0]
RAB8A,14(14)[14],0(0)[0],2(2)[2],0(0)[0],0(0)[0]
RABAC1,7(4)[12],3(2)[7],3(3)[3],1(1)[1],1(1)[1]
RAD23A,6(3)[13],1(1)[1],2(2)[2],2(1)[4],3(2)[4]
RANBP3,42(29)[67],0(0)[0],0(0)[0],1(1)[1],0(0)[0]
RASAL3,66(32)[5585],7(2)[39],11(7)[20],0(0)[0],3(0)[6]
RASGRP4,45(27)[5001],2(2)[2],5(5)[5],0(0)[0],3(3)[3]
RASIP1,29(16)[341],2(2)[2],2(2)[2],0(0)[0],0(0)[0]
RAVER1,60(33)[225],6(4)[29],2(1)[4],0(0)[0],0(0)[0]
RAX2,25(10)[1749],0(0)[0],0(0)[0],0(0)[0],0(0)[0]
RBM42,3(3)[3],1(1)[1],0(0)[0],0(0)[0],2(1)[3]
RCN3,28(13)[213],7(3)[39],11(4)[21],0(0)[0],2(2)[2]
RDH13,54(19)[534],6(6)[6],8(4)[30],1(1)[1],7(7)[7]
RDH8,42(22)[18823],1(1)[1],5(1)[12375],1(1)[1],4(0)[8]
REEP6,28(12)[221],1(1)[1],4(3)[8],0(0)[0],2(2)[2]
RELB,27(22)[34],0(0)[0],1(1)[1],1(0)[4],0(0)[0]
RETN,7(3)[47],5(3)[11],2(2)[2],0(0)[0],0(0)[0]
REXO1,76(42)[995],4(3)[5],5(4)[15],0(0)[0],1(0)[2]
RFPL4A,0(0)[0],1(1)[1],0(0)[0],0(0)[0],0(0)[0]
RFPL4AL1,1(1)[1],1(1)[1],0(0)[0],0(0)[0],0(0)[0]
RFX1,27(16)[47],0(0)[0],2(2)[2],0(0)[0],0(0)[0]
RFX2,34(21)[243],0(0)[0],1(1)[1],3(3)[3],1(1)[1]
RFXANK,38(23)[116],6(5)[7],7(5)[13],0(0)[0],2(2)[2]
RGL3,78(43)[59197],12(7)[120],19(8)[123],0(0)[0],12(4)[36]
RGS9BP,13(8)[5510],5(4)[13],2(2)[2],0(0)[0],0(0)[0]
RHPN2,62(28)[214],3(3)[3],6(5)[10],2(2)[2],4(3)[5]
RINL,34(24)[7359],6(5)[7],3(3)[3],1(0)[4],2(1)[5]
RLN3,23(14)[65],3(2)[5],7(0)[77],1(1)[1],0(0)[0]
RNASEH2A,28(20)[58],4(2)[32],3(3)[3],1(0)[2],1(1)[1]
RNF126,14(4)[87],1(1)[1],0(0)[0],0(0)[0],1(1)[1]
RPL13A,2(2)[2],0(0)[0],0(0)[0],0(0)[0],2(2)[2]
RPL18,23(14)[60],1(1)[1],2(1)[3],0(0)[0],0(0)[0]
RPL18A,3(3)[3],0(0)[0],0(0)[0],0(0)[0],0(0)[0]
RPL28,5(3)[32],2(1)[5],3(1)[58],0(0)[0],0(0)[0]
RPL36,2(1)[3],0(0)[0],0(0)[0],0(0)[0],0(0)[0]
RPS11,2(1)[3],0(0)[0],3(3)[3],0(0)[0],1(0)[3]
RPS15,3(2)[421],0(0)[0],0(0)[0],0(0)[0],0(0)[0]
RPS16,2(1)[4],0(0)[0],0(0)[0],1(1)[1],2(1)[24]
RPS19,2(2)[2],0(0)[0],0(0)[0],0(0)[0],0(0)[0]
RPS28,0(0)[0],0(0)[0],0(0)[0],0(0)[0],0(0)[0]
RPS5,4(3)[5],0(0)[0],0(0)[0],0(0)[0],0(0)[0]
RPS9,6(5)[8],0(0)[0],1(1)[1],0(0)[0],0(0)[0]
RRAS,32(15)[91],5(3)[33],1(1)[1],0(0)[0],1(1)[1]
RSPH6A,129(71)[1264],9(6)[12],14(9)[35],1(1)[1],1(0)[4]
RTBDN,13(5)[716],4(4)[4],8(7)[16],2(2)[2],7(5)[9]
RTN2,35(18)[125],4(1)[10],2(1)[3],3(2)[4],3(3)[3]
RUVBL2,35(18)[141],1(1)[1],2(2)[2],0(0)[0],0(0)[0]
RYR1,78(48)[284],30(25)[40],27(22)[53],0(0)[0],24(21)[33]
S1PR2,37(23)[116],0(0)[0],2(1)[3],0(0)[0],0(0)[0]
S1PR4,41(23)[1539],1(1)[1],1(1)[1],0(0)[0],0(0)[0]
S1PR5,34(19)[170],0(0)[0],2(1)[86],0(0)[0],0(0)[0]
SAE1,18(9)[165],2(1)[5],4(3)[7],0(0)[0],0(0)[0]
SAFB,24(17)[68],1(1)[1],1(1)[1],5(4)[7],0(0)[0]
SAFB2,50(31)[103],7(3)[129],0(0)[0],1(1)[1],2(2)[2]
SAMD4B,22(17)[46],0(0)[0],0(0)[0],0(0)[0],1(1)[1]
SARS2,34(22)[127],4(2)[12],6(4)[10],4(4)[4],6(5)[11]
SBK2,25(16)[123],8(4)[43],4(2)[6],2(1)[3],2(1)[1]
SBNO2,103(64)[191],3(3)[3],6(5)[47],0(0)[0],4(3)[6]
SBSN,46(21)[223],3(3)[3],2(1)[3],0(0)[0],2(2)[2]
SCAF1,16(12)[123],0(0)[0],1(1)[1],0(0)[0],0(0)[0]
SCAMP4,24(9)[136],5(3)[6],3(2)[7],0(0)[0],1(1)[1]
SCGB2B2,1(0)[29],3(1)[6],2(1)[4],2(0)[18],3(3)[3]
SCN1B,7(3)[11],1(1)[1],1(1)[1],0(0)[0],1(1)[1]
SDHAF1,8(7)[9],0(0)[0],1(0)[4],0(0)[0],0(0)[0]
SELV,12(3)[53],1(1)[1],4(2)[28],0(0)[0],2(2)[2]
SEMA6B,73(42)[272],4(4)[4],2(2)[2],0(0)[0],2(2)[2]
SEPW1,8(5)[12],2(0)[6],1(1)[1],0(0)[0],4(2)[6]
SERTAD1,23(13)[106],1(1)[1],2(1)[3],0(0)[0],0(0)[0]
SERTAD3,8(7)[11],3(3)[3],2(2)[2],0(0)[0],0(0)[0]
SF3A2,5(4)[8],3(0)[77],0(0)[0],0(0)[0],1(1)[1]
SGTA,7(4)[18],0(0)[0],2(1)[3],0(0)[0],1(1)[1]
SH2D3A,56(33)[716],13(7)[39],6(3)[103],0(0)[0],4(1)[7]
SH3GL1,40(26)[125],0(0)[0],1(1)[1],0(0)[0],4(2)[9]
SHANK1,35(26)[53],1(1)[1],2(2)[2],0(0)[0],1(1)[1]
SHC2,66(30)[633],9(8)[13],6(3)[13],0(0)[0],5(4)[6]
SHD,35(16)[108],7(6)[8],7(6)[15],0(0)[0],2(2)[2]
SHISA7,2(1)[3],0(0)[0],0(0)[0],0(0)[0],0(0)[0]
SHKBP1,52(29)[215],14(12)[18],6(4)[12],0(0)[0],5(2)[9]
SIGLEC10,43(27)[79],10(9)[45],7(4)[16],2(2)[2],7(5)[105652]
SIGLEC11,42(23)[1518],15(6)[101],7(2)[30],0(0)[0],7(3)[34]
SIGLEC12,42(20)[13425],17(9)[77807],15(8)[21843],2(2)[2],3(1)[13]
SIGLEC14,11(5)[63],3(0)[13],2(1)[3],0(0)[0],3(0)[13]
SIGLEC5,28(13)[104],9(2)[491],7(3)[1493],0(0)[0],3(2)[7]
SIGLEC6,26(16)[1168],7(6)[9],2(1)[5],0(0)[0],4(4)[4]
SIGLEC7,33(21)[450],7(4)[14],7(5)[48],0(0)[0],4(2)[12]
SIGLEC8,26(18)[121],9(7)[45],7(6)[17],1(0)[3],1(0)[7]
SIGLEC9,24(14)[51],7(5)[32],8(5)[20],1(0)[2],1(1)[1]
SIGLECL1,8(5)[25],3(1)[38],4(3)[6],1(1)[1],3(1)[83]
SIN3B,109(64)[342],0(0)[0],3(2)[67],0(0)[0],1(1)[1]
SIPA1L3,178(90)[1100],12(10)[24],4(2)[8],0(0)[0],1(0)[4]
SIRT2,56(26)[248],5(3)[6],5(4)[6],1(1)[1],6(4)[8]
SIRT6,20(10)[35],2(2)[2],3(3)[3],2(1)[3],0(0)[0]
SIX5,40(28)[81],5(5)[5],4(3)[5],0(0)[0],1(0)[323]
SLC17A7,15(12)[34],2(2)[2],0(0)[0],0(0)[0],0(0)[0]
SLC1A5,43(25)[100],13(12)[14],4(3)[6],1(1)[1],0(0)[0]
SLC1A6,19(16)[25],1(0)[2],2(1)[1],0(0)[0],0(0)[0]
SLC25A23,49(24)[138],1(1)[1],4(3)[56],2(2)[2],1(1)[1]
SLC25A41,69(32)[9672],3(1)[5],8(4)[217],1(1)[1],2(1)[198]
SLC25A42,8(5)[64],4(3)[5],1(1)[1],1(1)[1],3(2)[4]
SLC27A1,59(34)[197],9(5)[16],3(3)[3],0(0)[0],5(3)[8]
SLC27A5,75(43)[699],12(9)[21],12(5)[46],0(0)[0],1(0)[2]
SLC35E1,8(8)[8],1(0)[2],1(1)[1],0(0)[0],2(2)[2]
SLC39A3,24(13)[118],1(0)[2],2(2)[2],0(0)[0],0(0)[0]
SLC44A2,63(36)[397],1(1)[1],9(6)[13],0(0)[0],1(1)[1]
SLC5A5,77(56)[200],4(4)[4],3(0)[11],1(1)[1],1(1)[1]
SLC6A16,51(26)[278],13(10)[32],13(5)[33],2(2)[2],4(3)[7]
SLC7A10,71(39)[309],11(6)[28],5(4)[12],0(0)[0],2(1)[3]
SLC7A9,61(36)[36286],17(9)[42],3(2)[4],1(1)[1],1(0)[5]
SLC8A2,7(7)[7],0(0)[0],0(0)[0],0(0)[0],1(1)[1]
SMARCA4,22(19)[25],1(1)[1],1(1)[1],0(0)[0],0(0)[0]
SMG9,31(22)[49],8(5)[11],11(6)[20],1(1)[1],6(6)[6]
SMIM17,3(1)[10],1(0)[5],2(1)[6],0(0)[0],0(0)[0]
SMIM7,6(5)[24],0(0)[0],1(0)[2],1(1)[1],0(0)[0]
SNAPC2,41(22)[529],11(5)[56],3(1)[12],1(1)[1],1(1)[1]
SNRNP70,10(6)[18],1(0)[4],1(1)[1],0(0)[0],0(0)[0]
SNRPA,19(17)[21],4(4)[4],2(2)[2],1(0)[18],3(1)[6]
SNRPD2,1(0)[2],0(0)[0],0(0)[0],0(0)[0],0(0)[0]
SPACA4,5(2)[24],2(0)[4],0(0)[0],0(0)[0],0(0)[0]
SPC24,20(12)[123],0(0)[0],6(4)[11],1(1)[1],0(0)[0]
SPHK2,53(30)[177],6(5)[7],8(8)[8],1(1)[1],3(0)[14]
SPIB,32(17)[141],4(2)[7],4(1)[13],2(1)[3],0(0)[0]
SPINT2,17(9)[103],0(0)[0],1(0)[2],1(0)[15],4(2)[9]
SPRED3,11(5)[28],0(0)[0],2(0)[5],1(1)[1],0(0)[0]
SPTBN4,133(76)[418],4(4)[4],4(4)[4],0(0)[0],3(3)[3]
SRRM5,22(12)[57],7(4)[15],8(4)[17],0(0)[0],0(0)[0]
SSBP4,38(22)[141],2(2)[2],1(1)[1],0(0)[0],2(2)[2]
SSC5D,52(29)[284],5(3)[7],7(6)[8],0(0)[0],2(2)[2]
STAP2,43(21)[143],11(7)[38],7(4)[1144],1(0)[2],12(7)[24]
STK11,8(6)[13],0(0)[0],3(3)[3],0(0)[0],0(0)[0]
STRN4,66(37)[213],1(1)[1],2(0)[4],0(0)[0],0(0)[0]
STX10,32(14)[358],7(4)[266],12(7)[33],1(1)[1],2(2)[2]
STXBP2,79(46)[1815],6(5)[7],6(6)[6],2(1)[4],6(4)[13]
SUGP1,37(25)[14587],4(3)[5],0(0)[0],2(1)[6],0(0)[0]
SUGP2,70(39)[262],3(3)[3],3(2)[4],1(1)[1],0(0)[0]
SULT2A1,22(15)[87],9(4)[31],6(2)[16],2(2)[2],5(3)[10]
SULT2B1,34(19)[201],1(0)[2],1(1)[1],1(1)[1],0(0)[0]
SUPT5H,60(38)[115],1(1)[1],0(0)[0],0(0)[0],1(1)[1]
SUV420H2,30(18)[54],2(0)[9],2(1)[3],0(0)[0],1(1)[1]
SWSAP1,22(14)[1103],5(4)[6],5(2)[18],1(1)[1],2(2)[2]
SYCE2,15(9)[436],1(1)[1],0(0)[0],0(0)[0],2(1)[3]
SYCN,24(15)[133],5(2)[11],3(1)[6],0(0)[0],0(0)[0]
SYDE1,56(37)[137],7(5)[16],3(3)[3],0(0)[0],0(0)[0]
SYMPK,37(25)[74],3(3)[3],2(2)[2],1(1)[1],3(3)[3]
SYNE4,25(13)[135],5(3)[9],11(4)[47],1(1)[1],6(4)[10]
SYNGR4,19(8)[6820],8(4)[16],2(2)[2],2(0)[804],3(2)[13]
SYT3,34(22)[89],2(2)[2],3(3)[3],2(2)[2],2(1)[6]
SYT5,28(18)[130],8(3)[25],3(2)[4],0(0)[0],3(3)[3]
TARM1,3(1)[474],3(2)[14],3(2)[6],0(0)[0],0(0)[0]
TBC1D17,104(53)[386],10(8)[12],9(6)[20],0(0)[0],12(9)[22]
TBCB,13(7)[65],4(4)[4],2(1)[6],0(0)[0],1(1)[1]
TBXA2R,35(26)[76],2(2)[2],2(1)[4],0(0)[0],0(0)[0]
TCF3,133(65)[3927],3(3)[3],4(4)[4],0(0)[0],4(2)[6]
TDRD12,5(3)[8],2(2)[2],2(2)[2],0(0)[0],2(2)[2]
TEAD2,47(30)[134],7(2)[15],8(8)[8],1(1)[1],0(0)[0]
TECR,12(5)[24],5(5)[5],2(1)[4],0(0)[0],3(3)[3]
TEX101,21(11)[10232],6(2)[13],3(3)[3],1(1)[1],3(2)[6]
TFPT,18(8)[91],7(5)[9],4(2)[7],0(0)[0],3(1)[5]
TGFB1,19(10)[89],0(0)[0],1(1)[1],0(0)[0],2(2)[2]
TGFBR3L,2(2)[2],0(0)[0],2(1)[22],0(0)[0],0(0)[0]
THAP8,42(21)[5945],6(3)[21],2(1)[17],0(0)[0],3(0)[35]
THEG,55(28)[3941],8(5)[16],11(5)[1369],1(0)[2],6(4)[22]
THOP1,60(37)[150],6(4)[8],2(2)[2],0(0)[0],4(3)[5]
TICAM1,47(31)[595],4(2)[6],2(2)[2],1(0)[2],0(0)[0]
TIMM13,11(10)[13],4(3)[10],1(1)[1],2(1)[3],0(0)[0]
TIMM44,25(15)[442],4(3)[7],2(2)[2],1(1)[1],2(2)[2]
TIMM50,34(21)[429],7(5)[9],2(0)[11],0(0)[0],2(2)[2]
TJP3,133(56)[30701],9(3)[23],16(6)[54],1(0)[3],16(6)[49]
TLE2,85(51)[210],5(3)[10],7(4)[11],0(0)[0],6(4)[11]
TLE6,45(21)[119],13(9)[34],5(3)[9],1(1)[1],4(4)[4]
TM6SF2,38(18)[324],8(6)[11],4(4)[4],0(0)[0],5(2)[10]
TMC4,49(30)[256],8(4)[51],14(8)[26],2(0)[15],5(2)[11]
TMED1,29(16)[101],2(1)[4],10(7)[19],1(1)[1],3(2)[6]
TMEM143,50(27)[184],6(4)[103],9(3)[195],1(1)[1],4(3)[6]
TMEM145,32(25)[171],5(3)[7],5(3)[9],0(0)[0],5(5)[5]
TMEM147,28(21)[47],4(3)[7],1(1)[1],0(0)[0],1(0)[2]
TMEM150B,36(18)[193],3(1)[9],7(4)[17],1(1)[1],1(1)[1]
TMEM160,4(2)[1369],1(1)[1],0(0)[0],0(0)[0],0(0)[0]
TMEM161A,57(24)[350],2(1)[1],9(5)[33],0(0)[0],4(2)[11]
TMEM190,11(7)[87],2(2)[2],1(1)[1],0(0)[0],2(0)[9]
TMEM205,14(9)[50],0(0)[0],5(1)[20],1(1)[1],0(0)[0]
TMEM221,9(3)[47],0(0)[0],1(1)[1],0(0)[0],0(0)[0]
TMEM238,2(2)[2],0(0)[0],0(0)[0],0(0)[0],0(0)[0]
TMEM259,42(26)[100],1(1)[1],1(1)[1],0(0)[0],0(0)[0]
TMEM38A,39(19)[119],4(3)[5],3(3)[3],0(0)[0],1(1)[1]
TMEM59L,29(18)[84],6(3)[14],3(2)[4],0(0)[0],2(0)[5]
TMEM86B,26(14)[93],3(1)[29],8(5)[16],1(0)[29],0(0)[0]
TMEM91,29(15)[101],8(6)[14],1(1)[1],0(0)[0],0(0)[0]
TMIGD2,12(6)[77],6(3)[19],3(1)[19],0(0)[0],2(1)[3]
TMPRSS9,192(94)[2904],24(16)[46],20(13)[39],1(0)[2],9(7)[117]
TNFAIP8L1,14(8)[42],6(4)[6],0(0)[0],0(0)[0],0(0)[0]
TNFSF14,19(9)[58],1(1)[1],1(0)[2],0(0)[0],0(0)[0]
TNFSF9,18(5)[259],0(0)[0],1(0)[2],0(0)[0],1(1)[1]
TNNI3,16(12)[205],4(2)[11],1(0)[11],0(0)[0],2(2)[2]
TNNT1,30(18)[69],2(1)[3],6(5)[5],2(2)[2],6(5)[7]
TNPO2,11(7)[16],0(0)[0],2(0)[13],0(0)[0],1(0)[2]
TOMM40,13(10)[21],0(0)[0],0(0)[0],0(0)[0],0(0)[0]
TPGS1,11(9)[56],1(0)[0],2(2)[2],0(0)[0],1(1)[1]
TPM4,26(17)[64],1(0)[4],2(1)[4],2(1)[3],0(0)[0]
TPRX1,8(3)[26],7(6)[9],6(4)[8],0(0)[0],1(0)[62]
TRAPPC5,8(5)[22],1(1)[1],1(0)[0],0(0)[0],0(0)[0]
TRAPPC6A,18(7)[323],4(2)[6],5(4)[7],1(1)[1],2(2)[2]
TRIM28,14(12)[17],0(0)[0],0(0)[0],0(0)[0],0(0)[0]
TRIP10,73(41)[198],1(1)[1],4(3)[10],1(0)[2],3(3)[3]
TRMT1,52(34)[134],10(5)[39],7(6)[11],1(0)[3],8(6)[11]
TRPM4,137(75)[646],23(17)[50],20(9)[403],1(1)[1],15(12)[24]
TSEN34,31(23)[133],2(2)[2],2(2)[2],0(0)[0],0(0)[0]
