#dragendb_gene	uptodate_gene
CTA-796E4.3	LINC02559
AC093590.1	LINC01877
AC005863.2	LINC02096
RP13-210D15.4	ETDA
POLR2LP	POLR2LP1
DYX1C1-CCPG1	DNAAF4-CCPG1
AC007880.1	LINC01800
CTD-2042D5.1	NENFP3
RP11-124A7.1	RPL12P20
RP11-88I21.1	PRR20G
RP11-622A1.2	LINC02499
RP11-619L19.1	TCF4-AS1
SEP15	SELENOF
GPR133	ADGRD1
AC140481.2	PRSS40A
RP11-556K13.1	RPSAP19
HFE2	HJV
5S_rRNA	RNA5SP386
RP11-834C11.5	FAM242C
CTD-3187F8.11	LINC01872
RP11-57G10.1	RPL21P92
RP1-111D6.2	TAB2-AS1
RP11-313P13.3	PMS2P7
RP11-439L18.3	LINC01277
GYLTL1B	LARGE2
RP11-412H9.1	NXNP1
RP11-44M6.3	IRS3P
RP11-131N11.4	ANK3-DT
RP11-305B6.2	EIF4BP1
RP11-53M11.2	SEC11B
CTD-2089N3.2	LINC02106
DDX3YP3	DDX3P3
RP11-536I6.1	LINC01267
CTD-2170G1.2	C5orf64-AS1
TOMM70A	TOMM70
SGOL2	SGO2
RP11-673C5.2	THSD4-AS1
CT45A4	CT45A5
RP3-400N23.6	PIK3IP1-AS1
RP11-143A12.3	LINC02199
RP11-292B1.2	LINC02364
CTC-360P9.4	LINC01837
EMCN-IT3	LINC01216
RP1-96H9.5	ATP5MFP5
RP11-32K4.1	LINC01414
CTD-2506J14.1	LINC02325
KIAA0247	SUSD6
AP001065.2	TRPM2-AS
C19orf60	REX1BD
GPR123	ADGRA1
RP11-76E12.1	LINC02291
RP11-167J8.4	SNRPCP14
RP11-112L6.3	LINC01275
GS1-179L18.1	LINC01446
KIAA1045	PHF24
RP11-665C14.2	LINC02500
CKS1B	CKS1BP3
MGC4294	LINC01711
GLYATL1P3	GLYATL1B
RPP14	HTD2
KLHL22-IT1	RNY1P9
RP11-365F18.5	MZT1P2
CTD-2313N18.8	DEFB130C
RP11-475J5.7	MTCYBP22
RP11-313P13.4	PMS2P6
CTA-276O3.4	RPS29P16
RP11-664D7.4	C8orf34-AS1
CTD-3105H18.11	MTATP6P27
RP11-173B14.5	LMO7-AS1
NUPL1	NUP58
RP11-290F5.2	LINC02363
C9orf171	CFAP77
CTB-54I1.1	LINC01944
AC074008.1	RPSAP28
AC018892.9	GPAT2P2
CTC-338M12.2	LINC01962
RP3-453C12.8	NDUFB4P10
RP11-386B13.4	LINC02437
AC000111.3	CFTR-AS1
RP11-624G19.1	ZNF75BP
RP11-701P16.5	MIR3945HG
RP11-387D10.2	CRTC3-AS1
LARGE	LARGE1
RP3-473B4.3	LINC02243
RP11-5P22.1	PPIAP78
RP11-510H23.1	RNF217-AS1
AC079807.3	RPS27AP7
MUM1	PWWP3A
RP11-493K19.3	SEMA3F-AS1
RP11-216N14.1	GEMIN2P1
RP11-328N19.1	LINC02475
CTD-2206N4.2	LINC02079
AC021016.6	CATIP-AS1
WI2-3308P17.2	PRAMEF11
CTB-107P3.1	LSM1P2
AL078585.1	PACRG-AS3
RP11-227H15.7	RPS15AP28
ATP5A1P2	ATP5F1AP2
AC087499.10	LINC02088
RP11-548O1.3	LINC01391
NME2	NME1-NME2
LA16c-444G7.2	LINC02182
RP11-475I24.6	RAB28P3
RP11-438P9.2	PPIAP88
RP11-798G7.4	RDM1P1
NUPL1P1	NUP58P1
RP11-365H8.2	C1GALT1P2
RP11-540E16.1	CCNHP1
RP11-420A23.1	LINC02615
RP11-63H19.1	MTCO3P27
AC019068.2	IQCA1-AS1
AC004706.1	C17orf100
RP3-510D11.2	LNCTAM34A
RP11-392P7.6	GPRC5D-AS1
RP11-572M11.3	LINC02044
CTD-2026G6.2	SNRPCP10
CTD-2044J15.1	LINC02102
Z95114.5	MTATP6P20
RP11-83M16.2	BCL9P1
RP11-567P17.1	MTCO1P29
C6ORF165	CFAP206
EMR4P	ADGRE4P
AL138935.1	RPSAP65
FAM213A	PRXL2A
FAM35A	SHLD2
BMPR1APS2	BMPR1AP2
RP11-492A12.2	SAMM50P1
FAM105A	OTULINL
RP11-240L7.4	HSD17B3-AS1
RP11-353K11.1	CNNM3-DT
RP11-3N2.5	MTCO1P8
RP11-345J4.5	BOLA2-SMG1P6
RP11-434C1.1	LINC01252
CTC-498M16.2	LINC02060
RP11-14K3.1	KIF18BP1
LINC00890	SERTM2
RP11-7F17.7	LINC01629
RP11-298H24.1	LINC02624
GLTSCR2	NOP53
RP11-1053O12.1	FKBP1BP1
GLTSCR1L	BICRAL
RP11-353P15.1	LINC02305
RP11-267C16.1	LINC01630
CTA-85E5.10	HORMAD2-AS1
RP11-23B7.3	CENPUP1
CXorf24	LINC01560
RP11-1070N10.4	LINC02318
RP11-173D3.2	BCAR1P1
RP11-548L20.1	LINC02484
FAM26D	CALHM4
AC113617.1	LINC02263
RP11-148G20.1	LINC02585
ACPL2	PXYLP1
PARK2	PRKN
C14orf80	TEDC1
AC016831.7	LINC00513
AL359736.1	PCOTHP1
RP11-314D7.2	LINC02444
RP1-290I10.7	MIR5689HG
RP11-118B13.1	RPL21P18
AATK-AS1	PVALEF
RP11-481K9.4	PPIAP8
RP11-273B19.1	LINC02358
RP5-1074L1.1	RBM15-AS1
RP5-1112F19.2	LINC01429
CECR5-AS1	HDHD5-AS1
DDX26B-AS1	INTS6L-AS1
RP11-400N13.2	LINC02474
TCEB1P19	ELOCP19
RP11-694D5.1	RPSAP33
RP11-69M1.3	HSPD1P12
RP11-99I9.2	CYCSP23
CTB-12O2.1	LINC01933
AC145110.1	LINC02099
RP11-274B18.2	LINC01506
RP11-429H9.4	PLCE1-AS2
RP5-1115A15.1	RERE-AS1
NOVA1-AS1	LINC02588
CTD-2265M8.2	PLA2G4C-AS1
RP11-889D3.2	LINC02017
RP13-7D7.1	AK6P1
C22orf29	RTL10
RP11-297L6.2	AK6P2
FAM21A	WASHC2A
hsa-mir-1199	MISP3
RP11-480N24.3	RPL12P47
UFD1L	UFD1
RP11-84O12.4	LINC01349
RP11-359G22.2	LINC01747
RP11-2E11.10	MESTIT1
RP11-438N16.2	DYNLL1P4
RP5-1030M6.3	LINC01728
RP11-307I14.3	KLF4P1
RP11-531A21.2	MTCO1P31
RP1-68D18.4	CD44-AS1
C9orf53	CDKN2A-DT
RP11-344P13.1	LINC01691
MKL2	MRTFB
BSN-AS2	BSN-DT
RP11-80F22.7	RARRES2P10
CTD-2528L19.3	SELENOKP1
AL109763.2	MIR548XHG
RP13-650J16.1	DCXR-DT
RP11-545N8.3	LRP1-AS
RP11-25I15.1	RPS27P21
RP11-63P12.6	LINC01504
CCDC104	CFAP36
RP4-591N18.2	MRTFA-AS1
RP11-98N22.6	GTF2IP22
FAM35CP	SHLD2P2
RP11-173D9.5	SEPT7P1
AC114776.1	RPL22P12
B3GALTL	B3GLCT
AC016757.3	LINC02610
AC092570.2	LINC01870
RP11-465B22.5	LINC01342
RP11-190C22.1	RPL10P7
RP11-342A1.1	LINC02430
AC004051.2	ZCCHC23
RP11-113K21.2	C1DP5
AC010890.1	NCKAP5-AS2
U7	RNU7-10P
AC008268.2	GPAT2P1
MKL1	MRTFA
RP11-93I21.3	LINC02516
RP5-1103G7.4	NRSN2-AS1
RP11-490D19.6	TMEM246-AS1
RP11-166B2.1	NPIPB2
REG1P	REG1CP
MAGEB6P1	MAGEB6B
BX664724.1	FKBP4P7
KB-1047C11.1	LINC01298
C4orf26	ODAPH
ZCCHC11	TUT4
CTD-2089O24.1	BCLAF1P1
RP11-162K6.1	RPSAP39
CTD-2130F23.2	LINC02110
C19orf35	PEAK3
NPIPA7	NPIPA9
AC026166.2	MTCO1P5
RP11-968A15.2	SCAT2
RP11-356J5.5	KCTD9P4
RP11-174C7.2	B3GALNT2P1
RP11-252O2.2	C11orf98P1
RP11-170M17.2	RPL7AP50
RP5-902P8.10	LINC01786
AP000525.10	BMS1P22
AC011747.7	ID2-AS1
METTL20	ETFBKMT
RP11-15B17.3	DYNLL1P6
FAM188B	MINDY4
RP11-360A18.2	LINC01613
C1orf222	CFAP74
RP11-713H12.2	PPIAP52
RP11-728C8.1	PPIAP76
RP11-6C14.1	LINC02233
C19orf82	ZNF561-AS1
AC011526.1	PCAT19
SOGA2P1	MTCL1P1
C3orf58	DIPK2A
AC144835.1	LINC02251
RP11-99L13.1	LINC02277
RP13-631K18.2	LINC02547
RP11-23J9.6	SUGT1P4
RP5-1024C24.1	MPPED2-AS1
RP11-293M10.5	LINC01220
RP1-71H24.4	IMMP1LP2
RP11-15I11.3	LINC02608
C7orf34	LLCFC1
RP11-110L15.2	LINC02463
CXorf64	PRR32
KIAA1456	TRMT9B
RP11-752D24.3	LINC01618
AC092662.6	MTCYBP9
RP11-807H7.1	EPHA5-AS1
WDR65	CFAP57
IL8	CXCL8
CTC-558O19.1	MCTP1-AS1
RP11-202D1.2	LINC01917
CTB-11I22.2	LINC01932
RP11-75N4.2	DSG2-AS1
RP11-48F14.1	LINC02052
C9orf96	STKLD1
AC068137.11	MTCYBP8
RP11-335H2.2	LSM1P1
RP11-326F20.5	B4GALT1-AS1
AC115115.3	NDUFB4P6
MTND1P7	MTND2P38
FYB	FYB1
RNU7-163P	RNU7-82P
RP11-16E12.1	LINC02352
RP3-322G13.5	LINC01431
RP11-105N14.3	LINC01953
RP11-989E6.2	BCAP31P2
RP11-255N24.4	SLC4A1APP1
C2orf54	MAB21L4
C14orf79	CLBA1
AURKAPS1	AURKAP1
RP11-778D9.9	HTR3C2P
RTDR1	RSPH14
RP11-181G12.2	PRKCZ-AS1
